,index,SMILES,atÊýÄ¿,RT,Speed,i-PrOH_proportion,Literature,Column
385,197,CC(C)(C)N1C(=O)C[C@]2(N(C(=O)c3c(cccc23)C(F)(F)F)c4cccc5cccnc45)C1=O,1,6.2,1,0.4,10.1002/anie.202108853,IA
386,198,Cc1ccc(cc1)[S@](=O)c2ccccn2,1,6.7,1,0.3,10.1021/acs.orglett.1c02918,OJH
388,199,CC1=C(Br)[C@H](O)CCC1,1,5.8,1,0.05,10.1021/acs.orglett.1c01744,OD3
391,200,CC(C)OC(=O)[C@H](O)c1ccc(cc1)C(C)C,1,6.2,1,0.05,10.1039/C8QO00047F,ODH
392,201,CC(C)(C)C(=O)O[C@H](CCCCC#N)\C=C\c1ccccc1,1,5.12,1,0.2,10.1002/anie.202110084,AZ
395,202,C[C@H](C#Cc1sccc1)c2ccccc2C(=O)NC(C)(C)C,1,6.24,0.8,0.1,10.1038/s41467/019/13705/1,ADH
396,203,CC(C)(C)C(=O)O[C@H](CCCC#N)\C=C\c1cccc(F)c1,1,4.81,1,0.3,10.1021/jacs.1c06535,AZ
398,204,CCOC(=O)c1cccc(c1)[C@]2(CC(F)(F)F)CC3(CCCC3)CO2,1,5.29,1,0.02,10.1002/anie.201702925,OD3
401,205,C[C@H](C#Cc1ccccc1)c2ccc(C)cc2C(=O)NC(C)(C)C,1,6.26,0.8,0.1,10.1038/s41467/019/13705/1,ADH
402,206,Cc1ccc(CO[C@H](NC(=O)c2ccccc2)c3ccccc3CCCC(F)(F)F)cc1,1,7.59,1,0.1,10.1002/anie.201405401,ODH
404,207,C1O[C@H](C=C1)c2ccccc2,1,5.772,1,0.05,10.1039/C4CC03920C,ODH
407,208,C[C@H]1CCc2cc(F)ccc2N1,1,6.3,1,0.1,10.1021/ja2023042,ODH
408,209,CC(C)(C)NC(=O)[C@H](OC(=O)c1ccccc1)c2cccc(c2)[N+]([O-])=O,1,7.6,1,0.2,10.1021/jacs.5b09117,ADH
411,210,CC(C)C[C@H](OC(=O)C(c1ccccc1)(c2ccccc2)c3ccccc3)C(=O)NC(C)(C)C,1,6.3,1,0.3,10.1021/jacs.5b09117,IC
412,211,CCCCOC(=O)C[C@H]1Sc2ccccc2c3c1ccc4ccccc34,1,7.2,1,0.06,10.1002/anie.202115221,ASH
415,212,COc1cccc2CC[C@H](Nc12)c3ccc(F)cc3,1,6.3,0.8,0.15,10.1039/C8CC03586E,ODH
416,213,FC(F)(F)c1ccc(CN[C@H](\C=C\c2ccccc2)c3ccccc3)cc1,1,7.577,1,0.05,10.1039/C4CC03920C,ODH
419,214,CCOC(=O)CC[C@H]1NC(=O)c2ccccc2O1,1,6.34,0.5,0.1,10.1002/chem.202002930,OD3
420,215,COc1ccc(cc1)[C@]2(CCCC2=O)CSc3ccccc3C,1,8.26,1,0.3,10.1002/anie.201907115,IE
423,216,CC1(C)CN(C(=S)Nc2ccc(Cl)cc2)[C@](C)(C1)c3ccccc3,1,6.38,1,0.1,10.1002/anie.201501762,ODH
424,217,CN(C)C(=O)[C@H](N)c1cc(C)cc(C)c1,1,7.05,1,0.05,10.1002/anie.202202552,OJ3
427,218,C[C@H]1CCc2cc(F)ccc2N1,1,6.4,1,0.06,10.1002/adsc.200900870,ODH
429,219,C[C@H]1CCc2cc(F)ccc2N1,1,6.4,1,0.06,10.1039/c002668a,ODH
431,220,CCCC[C@H](OC(=O)C(c1ccccc1)(c2ccccc2)c3ccccc3)C(=O)NC(C)(C)CC(C)(C)C,1,6.4,1,0.3,10.1021/jacs.5b09117,IC
432,221,Cc1ccc(cc1)[S@](=O)c2ccccn2,1,7.1,1,0.3,10.1021/acs.orglett.1c02918,OJH
434,222,Cn1c2ccccc2c3CCC[C@H](CC=O)c13,1,9.2,1,0.25,10.1002/cctc.201000379,ADH
436,223,Cc1ccc(cc1)[C@]2(CC=C)C(=O)N(C(=O)OC(C)(C)C)c3ccccc23,1,9.5,1,0.1,10.1002/adsc.201501155,ICH
439,224,C[C@H](O)c1ccccc1,1,6.4,1,0.1,10.1021/acscatal.0c04206,OD3
441,225,CC(C)OC(=O)[C@H](O)c1ccc(Cl)cc1,1,6.4,1,0.05,10.1039/C8QO00047F,ODH
442,226,C1Cc2ccccc2N[C@H]1Cc3ccccc3,1,7.1,0.8,0.15,10.1039/C8CC03586E,ODH
444,227,CCC(C)(C)C(=O)O[C@H](CCCCC#N)\C=C\c1ccccc1,1,5.05,1,0.3,10.1002/anie.202110084,AZ
447,228,C[C@H](C#Cc1ccc(F)cc1)c2ccccc2C(=O)NC(C)(C)C,1,6.45,0.8,0.1,10.1038/s41467/019/13705/1,ADH
449,229,C[C@H](C#Cc1ccc(Cl)cc1)c2ccccc2C(=O)NC(C)(C)C,1,6.46,0.8,0.1,10.1038/s41467/019/13705/1,ADH
450,230,FC(F)(F)C[C@]1(CC2(CCCC2)CO1)c3cccc(c3)C(F)(F)F,1,5.7,1,0,10.1002/anie.201702925,OD3
452,231,CC(C)(C)[Si](C)(C)OCCC[C@H]1CC(=O)N1C(C)(C)c2ccccn2,1,4.9,1.2,0.2,10.1002/cjoc.201900533,ASH
455,232,Cc1ccc(c(c1)C#CC2(CCOCC2)O[Si](C)(C)C(C)(C)C)[S@](=O)c3ccccn3,1,6.5,1,0.3,10.1021/acs.orglett.1c02918,ODH
457,233,COc1ccc(c(c1)C#C[Si](C(C)C)(C(C)C)C(C)C)[S@](=O)c2ccccn2,1,6.5,1,0.2,10.1021/acs.orglett.1c02918,ODH
459,234,C[C@H](CC(=O)NC(C)(C)c1ccccn1)c2ccc(Cl)cc2,1,6.5,1,0.1,10.1039/D1CC01690C,ODH
461,235,CCCC[C@]1(C/C(COC1=O)=C/c2ccccc2)c3ccccc3,1,6.5,1,0.15,10.1016/j.scib.2021.04.037,AD
462,236,COc1cccc(c1)[C@]2(CC=C)C(=O)N(C(=O)OC(C)(C)C)c3ccccc23,1,5.9,1,0.1,10.1002/adsc.201501155,ADH
465,237,Cc1ccc2N(C(=O)OC(C)(C)C)C(=O)[C@](CC=C)(c3ccccc3)c2c1,1,6.5,1,0.1,10.1002/adsc.201501155,ICH
467,238,O[C@H]1CCCC(=C1Br)c2ccccc2,1,6.5,1,0.1,10.1021/acs.orglett.1c01744,OD3
469,239,CC(C)(C)NC(=O)c1ccccc1[C@H](Cc2ccccc2)C#Cc3ccccc3,1,6.52,0.8,0.1,10.1038/s41467/019/13705/1,ADH
471,240,C(O[C@H](\C=C\c1ccccc1)c2ccccc2)c3ccccc3,1,6.525,1,0.03,10.1039/C6QO00227G,ODH
473,241,C[C@H](C#Cc1ccc(cc1)C#C)c2ccccc2C(=O)NC(C)(C)C,1,6.53,0.8,0.1,10.1038/s41467/019/13705/1,ADH
476,243,CC[C@H](NC(=O)c1ccccc1)C(=O)N(C)C,1,6.59,1,0.2,10.1002/anie.202202552,AD3
478,244,C[C@H](C#Cc1ccc(Br)cc1)c2ccccc2C(=O)NC(C)(C)C,1,6.6,0.8,0.1,10.1038/s41467/019/13705/1,ADH
480,245,COc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c(c1)[S@](=O)c2ccccn2,1,6.6,0.8,0.15,10.1021/acs.orglett.1c02918,ADH
482,246,C=Cc1ccccc1[S@](=O)c2ccccn2,1,6.6,1,0.3,10.1021/acs.orglett.1c02918,ODH
484,247,CC(C)(NC(=O)C[C@H]1CCOc2ccc(F)cc12)c3ccccn3,1,6.6,1,0.15,10.1039/D1QO00302J,ODH
486,248,CCCCCC[C@H](C)c1cc2cc(ccc2n1c3ccc(cn3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5ccc(cc5)C(F)(F)F,1,6.6,0.6,0.1,10.1021/jacs.1c08562,ODH
488,249,CCOC(OCC)[C@H](NCc1ccccc1)c2ccccc2,1,6.6,0.8,0.05,10.1039/D1CC06601C,AD3
489,250,C[C@H]1CCc2cccc(F)c2N1,1,6.2,0.8,0.05,10.1039/C8CC03586E,OJH
492,251,C\C(=C/[C@H]1CC(CN1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)(c3ccccc3)c4ccccc4)c5ccccc5,1,6.62,1,0.05,10.1002/anie.201900955,IB
494,252,Cc1cccc(c1)C(=O)[C@](C)(CBr)c2cccc(C)c2,1,6.62,1,0.01,10.1039/C1SC00295C,OJ
495,253,Cc1ccccc1SC[C@]2(CCCC2=O)c3ccccc3,1,5.1,1,0.3,10.1002/anie.201907115,IE
497,254,CCOC(=O)[C@](C[N+]([O-])=O)(Sc1ccc(cc1)C(C)(C)C)c2ccccc2,1,7.61,1,0.05,10.1021/ol901572x,AS
499,255,CC(C)[C@H](C#C)C(=C)C(=O)OCc1ccccc1,1,5.49,1,0.01,10.1021/jacs.7b08207,AZ
502,256,CC1(C)CN(C(=S)Nc2ccc(Br)cc2)[C@](C)(C1)c3ccccc3,1,6.67,1,0.1,10.1002/anie.201501762,ODH
503,257,C[C@H](CCCO)c1ccc(C)cc1,1,5.42,1,0.1,10.1038/s41557/019/0346/2,ODH
507,259,CCCCCCCC/C=C/CCCCC[C@H](CC(=O)NC(C)(C)c1ccccn1)C#C[Si](C(C)C)(C(C)C)C(C)C,1,6.7,0.8,0.04,10.1021/jacs.9b01124,ADH
509,260,CCC[C@H](CC(=O)NC(C)(C)c1ccccn1)C#C[Si](C(C)C)(C(C)C)C(C)C,1,6.7,0.9,0.05,10.1021/jacs.9b01124,ADH
510,261,Cc1ccc(cc1)[S@](=O)c2ccccn2,1,7.4,1,0.3,10.1021/acs.orglett.1c02918,OJH
513,262,C[C@H](O)c1ccccc1C,1,6.7,0.5,0.01,10.1021/acscatal.0c04206,AD3
515,263,COC(=O)CC[C@H]1OCCc2ccccc12,1,6.7,0.5,0.01,10.1002/anie.201916677,IF3
517,264,C[C@H](O)c1ccc(cc1)C2CCCCC2,1,6.7,1,0.05,10.1021/acscatal.0c04206,OD3
519,265,CC(C)OC(=O)[C@H](O)c1ccc(Br)cc1,1,6.7,1,0.05,10.1039/C8QO00047F,ODH
521,266,CC(C)OC(=O)[C@H](O)c1ccc(F)cc1,1,6.7,1,0.05,10.1039/C8QO00047F,ODH
523,267,C[C@H](O)c1cccnc1,1,6.7,1,0.1,10.1021/acscatal.0c04206,OJH
525,269,Cc1cc(C)cc(c1)[C@]2(CC(F)(F)F)CC3(CCCC3)CO2,1,5.71,1,0,10.1002/anie.201702925,OD3
528,271,CC(C)(C)C(=O)O[C@H](CCCC#N)\C=C\c1cscc1,1,5.36,1,0.3,10.1021/jacs.1c06535,AZ
530,272,CC(C)(C)C(=O)O[C@H](CCCCC#N)\C=C\c1cscc1,1,5.47,1,0.3,10.1002/anie.202110084,AZ
534,274,CCCCC[C@H]1CCc2ccccc2N1,1,6.8,1,0.1,10.1039/C4CY00418C,OJH
535,275,CC(C)(C)NC(=O)[C@H](OC(=O)C(c1ccccc1)(c2ccccc2)c3ccccc3)C(C)(C)C,1,4.7,1,0.3,10.1021/jacs.5b09117,IC
538,276,CC(C)c1ccc(cc1)\C=C2/[C@H](C)CC(=O)N2C(C)(C)c3ccccn3,1,6.8,0.8,0.1,10.1002/anie.202004504,ADH
540,277,COC(=O)C[C@H]1CCN(c2ccccc12)[S](=O)(=O)c3ccc(C)cc3,1,6.8,1,0.2,10.1039/D1QO00302J,ADH
541,278,C[C@H]\1CC(=O)N(C1=C/c2ccccc2F)C(C)(C)c3ccccn3,1,7.9,0.8,0.1,10.1002/anie.202004504,ADH
543,279,CC(C)(C)OC(=O)N1C(=O)[C@](CC=C)(c2ccccc12)c3cccc4ccccc34,1,8.2,1,0.1,10.1002/adsc.201501155,ICH
545,280,FC(F)(F)C[C@]1(CC2(CCCC2)CO1)c3cccc(C=O)c3,1,6.02,1,0.02,10.1002/anie.201702925,OD3
547,281,CO[C@H](NC(=O)c1ccccc1)c2ccc(Cl)cc2CCCC(F)(F)F,1,8.26,1,0.1,10.1002/anie.201405401,ADH
550,282,C[C@H](CC(=O)NC(C)(C)c1ccccn1)c2cn(c3ccccc23)[S](=O)(=O)c4ccc(C)cc4,1,6.9,1,0.3,10.1039/D1CC01690C,ADH
551,283,C[C@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,1,8.1,0.8,0.1,10.1002/anie.202004504,ADH
554,284,Cc1ccc(cc1)[C@]2(C)CCC(=O)C=C2,1,6.9,1,0.03,10.1021/jacs.9b07957,AD3
556,285,C[C@H]1NCc2cc(ccc2c3ccccc13)C(F)(F)F,1,6.9,0.8,0.2,10.1039/C8SC04482A,AD3
558,286,C[C@H](O)c1ccccc1F,1,6.9,1,0.05,10.1021/acscatal.0c04206,OD3
559,287,C[C@H](C#N)c1sccc1C,1,7.4,1,0.03,10.1002/anie.201906111,OD3
562,288,CC(C)[C@H](O)c1ccccc1,1,6.9,1,0.05,10.1021/acscatal.0c04206,OD3
563,289,CC(C)(C)OC(=O)N[C@H](c1ccccc1)c2ccc(Cl)cc2,1,7.37,0.7,0.05,10.1002/anie.201915459,ODH
566,291,C1CN(CCO1)[C@H](\C=C\c2ccccc2)c3ccccc3,1,13.509,1,0.1,10.1039/C4CC03920C,ODH
568,292,CC1(CCCCC1)C(=O)O[C@H](CCCCC#N)\C=C\c2ccccc2,1,5.38,1,0.3,10.1002/anie.202110084,AZ
571,293,C[C@H]1NC(=O)c2cc(ccc2O1)\C=C\c3ccccc3,1,6.94,0.5,0.1,10.1002/chem.202002930,OD3
574,295,CC(C)C(=O)O[C@H](CCCCC#N)\C=C\c1ccccc1,1,5.81,1,0.3,10.1002/anie.202110084,AZ
577,296,C[C@H](C#CC1CC1)c2ccccc2C(=O)NC(C)(C)C,1,6.98,0.8,0.05,10.1038/s41467/019/13705/1,ADH
578,297,FC(F)(F)C[C@]1(CC2(CCCC2)CO1)c3ccc(cc3)C(F)(F)F,1,6.3,1,0,10.1002/anie.201702925,OD3
581,298,CC(Br)[C@](C)(c1ccccc1)C(=O)c2ccccc2,1,6.99,1,0.1,10.1039/C1SC00295C,AD
583,299,C[S](=O)(=O)c1ccc(C[C@]2(CC3(CCCCC3)CN2C(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5ccccc5)cc1,1,7,1,0.2,10.6023/A18100413,ID
585,300,Cc1ccc(cc1)\C=C2/[C@H](CCC3CCCCC3)CC(=O)N2C(C)(C)c4ccccn4,1,7,0.8,0.05,10.1002/anie.202004504,ADH
587,301,COc1ccc2N(C(=O)OC(C)(C)C)C(=O)[C@](CC=C)(c3ccccc3)c2c1,1,7,1,0.1,10.1002/adsc.201501155,ADH
588,302,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c2cccc(C)c2,1,8.5,0.5,0.1,10.1002/adsc.201900161,ODH
593,305,COc1ccc(CN2[C@H](C)Oc3ccccc3C2=O)cc1,1,7.04,0.5,0.05,10.1002/chem.202002930,OD3
594,306,CO[C@H](NC(=O)c1ccccc1)c2ccc(F)cc2CCCC(F)(F)F,1,8.29,1,0.1,10.1002/anie.201405401,ADH
596,307,CO[C@H](NC(=O)c1ccccc1)c2ccccc2CCCC(F)(F)F,1,7.94,1,0.1,10.1002/anie.201405401,ADH
599,308,C[C@H](C#Cc1ccccc1Cl)c2ccccc2C(=O)NC(C)(C)C,1,7.07,0.8,0.05,10.1038/s41467/019/13705/1,ADH
601,309,COc1ccc(C[C@H]2NC(=O)c3ccccc3O2)cc1,1,7.07,0.5,0.1,10.1002/chem.202002930,OD3
603,310,C[C@H](C#Cc1sccc1)c2ccccc2C(=O)NC(C)(C)C,1,7.09,0.8,0.1,10.1038/s41467/019/13705/1,ADH
606,312,CC(C)OC(=O)c1ccc(cc1)[S@](=O)c2ccccn2,1,6.4,1,0.3,10.1021/acs.orglett.1c02918,IB
609,313,C[C@H](CC(=O)NC(C)(C)c1ccccn1)c2ccc3[nH]ccc3c2,1,7.1,1,0.3,10.1039/D1CC01690C,ODH
611,314,C[C@H]1NCc2ccc(C)cc2c3ccccc13,1,7.1,0.8,0.2,10.1039/C8SC04482A,AD3
613,315,C(CC[C@H]1OCCc2ccccc12)COCc3ccccc3,1,7.1,0.8,0.01,10.1002/anie.201916677,IF
615,316,CC(C)OC(=O)[C@H](O)c1cccc(Cl)c1,1,7.1,1,0.05,10.1039/C8QO00047F,ODH
616,317,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c2ccccc2,1,9,0.5,0.1,10.1002/adsc.201900161,ODH
621,319,CC(C)(C)c1cccc(c1)C2=NO[C@](C2)(CC(F)(F)F)c3ccccc3,1,7.16,0.8,0.1,10.1002/anie.201804315,ODH
624,321,CCc1cccc(c1)C2=NO[C@](C2)(CC(F)(F)F)c3ccccc3,1,7.18,0.8,0.15,10.1002/anie.201804315,OD3
627,323,CCCC[C@](C[N+]([O-])=O)(O/N=C/c1ccc(OC)cc1)C(=O)OCC,1,7.19,1,0.1,10.1021/ol102580n,ASH
629,324,OCC(=C)[C@H](C#C)c1ccccc1,1,7.19,1,0.1,10.1021/jacs.7b08207,OD
631,325,CC(C)c1cccc2CC[C@H](CNc3c(C)cc(C)cc3C)Nc12,1,7.2,1,0.1,10.1002/anie.201909919,ADH
633,326,CCC[C@H](CC(=O)NC(C)(C)c1ccccn1)c2ccc(Cl)cc2,1,7.2,1,0.15,10.1039/D1CC01690C,ADH
634,327,CCCCC[C@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,1,9.9,0.8,0.05,10.1002/anie.202004504,ADH
637,328,CC(C)(C)OC(=O)N1C(=O)[C@](CC=C)(c2ccccc2)c3cccc(F)c13,1,7.2,1,0.1,10.1002/adsc.201501155,ADH
639,329,CC(C)(C)OC(=O)N1C(=O)[C@](CC=C)(c2ccc(cc2)C(F)(F)F)c3ccccc13,1,7.2,1,0.05,10.1002/adsc.201501155,ICH
641,330,CC[C@H]1NCc2ccccc2c3ccccc13,1,7.2,0.8,0.2,10.1039/C8SC04482A,AD3
642,331,CC(C)N(C(C)C)C(=O)[C@H](N)c1ccc(cc1)C(F)(F)F,1,6.14,1,0.04,10.1002/anie.202202552,OD3
644,332,Fc1ccc(cc1)[C@H]2CCc3cc(Br)ccc3N2,1,13.6,0.8,0.15,10.1039/C8CC03586E,ODH
647,333,C[C@H](O)c1ccc(C)cc1,1,7.2,1,0.1,10.1021/acscatal.0c04206,OJH
653,337,C[C@H](C#Cc1ccccc1)c2ccccc2C=O,1,7.25,0.8,0.1,10.1038/s41467/019/13705/1,ADH
654,338,CCCCCC#C[C@H](C)c1ccccc1C(=O)NC(C)(C)C,1,10.1,0.8,0.02,10.1038/s41467/019/13705/1,ADH
657,339,C\C(=C/[C@H]1CC(CN1C(=S)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)(c3ccccc3)c4ccccc4)c5cccc(Cl)c5,1,7.25,1,0.1,10.1002/anie.201900955,IC
658,340,CC1(C)CO[C@](C1)(CC(F)(F)F)c2ccccc2,1,6.51,1,0,10.1002/anie.201702925,OD3
661,341,C[C@H](NC(=O)c1ccccc1)C(=O)N(C)C,1,7.29,1,0.2,10.1002/anie.202202552,AD3
662,342,COc1ccc(cc1)C#C[C@H](C)c2ccccc2C(=O)NC(C)(C)C,1,15.69,0.8,0.1,10.1038/s41467/019/13705/1,ADH
665,343,C[C@H](CC(=O)NC(C)(C)c1ccccn1)C#CC2(CCCCC2)O[Si](C)(C)C(C)(C)C,1,7.3,0.7,0.03,10.1021/jacs.9b01124,ADH
666,344,Clc1ccc(cc1)[S@](=O)c2ccccn2,1,6.8,1,0.3,10.1021/acs.orglett.1c02918,OJH
668,345,C[C@H](CC(=O)C1CCCCC1)[S](=O)(=O)c2ccc(C)cc2,1,7.8,1,0.05,10.1021/acs.orglett.0c03517,ODH
671,346,CC(C)(C)c1ccc(cc1)[C@H]2Nc3ccccc3OC2=O,1,7.3,1,0.2,10.1039/C8SC05797D,ODH
673,347,CC[C@](CBr)(C(=O)c1ccccc1)c2ccccc2,1,7.31,1,0.01,10.1039/C1SC00295C,OJ
674,348,Cc1cccc(c1)[C@]2(CC(F)(F)F)CC3(CCCC3)CO2,1,6.05,1,0,10.1002/anie.201702925,OD3
677,350,CC(C)(C)C(=O)O[C@H](CCCCC#N)\C=C\c1cccc(Cl)c1,1,5.27,1,0.3,10.1002/anie.202110084,AZ
680,351,C[C@H](C#Cc1ccccc1)c2ccsc2C(=O)NC(C)(C)C,1,7.37,0.8,0.02,10.1038/s41467/019/13705/1,ADH
682,353,Cc1ccccc1CO[C@H](\C=C\c2ccccc2)c3ccccc3,1,6.191,1,0.02,10.1039/C4CC03920C,ADH
687,356,COc1cccc(OC)c1NC[C@H]2CCc3cccc(C(C)C)c3N2,1,7.4,1,0.1,10.1002/anie.201909919,ADH
688,357,CC(C)(C)NC(=O)[C@H](OC(=O)C(C)(C)C)c1cccc(c1)[N+]([O-])=O,1,6.5,0.8,0.15,10.1021/jacs.5b09117,ADH
690,358,CC(C)(C)NC(=O)[C@H](OC(=O)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c2cccc(c2)[N+]([O-])=O,1,6.6,1,0.1,10.1021/jacs.5b09117,ID
692,359,C[C@H]\1CC(=O)N(C1=C/c2ccc(F)cc2)C(C)(C)c3ccccn3,1,8.6,0.8,0.1,10.1002/anie.202004504,ADH
698,362,CC[C@H](O)c1ccc(C)cc1,1,7.4,0.5,0.01,10.1021/acscatal.0c04206,AD3
700,363,C[C@H]1NCc2cc(F)ccc2c3ccccc13,1,7.4,0.8,0.2,10.1039/C8SC04482A,AD3
701,364,COC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c2ccccc2F,1,9.9,0.5,0.1,10.1002/adsc.201900161,ODH
704,365,Cc1cccc(C)c1SC[C@]2(CCCC2=O)c3ccccc3,1,7.41,1,0.03,10.1002/anie.201907115,IE
706,366,[nH]1c2ccccc2c([C@H](\C=C\c3ccccc3)c4ccccc4)c1c5ccccc5,1,7.438,1,0.15,10.1039/C6QO00227G,ODH
707,367,FC(F)(F)C[C@]1(CC2(CCCC2)CO1)c3cccc(c3)C#Cc4ccccc4,1,5.88,1,0.1,10.1002/anie.201702925,OJH
709,368,Cc1cccc(c1)[C@H](C#C)C(=C)C(=O)OCc2ccccc2,1,6.79,1,0.01,10.1021/jacs.7b08207,AS
712,369,Cc1cc(C)c(NC[C@H]2CCc3cccc(C)c3N2)c(C)c1,1,7.5,1,0.1,10.1002/anie.201909919,ODH
713,370,CCCC[C@H]1Nc2ccccc2NC1=O,1,6.6,1,0.2,10.1039/D1QO01598B,OJH
716,371,C[C@H](CCc1ccccc1)c2ccccc2C(=O)NC(C)(C)C,1,7.5,0.8,0.1,10.1038/s41467/019/13705/1,ADH
718,372,CC(=O)c1ccc(cc1)[C@H](CC(c2ccccc2)c3ccccc3)CC(=O)NC(C)(C)c4ccccn4,1,7.5,0.7,0.3,10.1002/anie.201804197,ADH
719,373,C[C@H]\1CC(=O)N(C1=C/c2ccc(Cl)cc2)C(C)(C)c3ccccn3,1,8.7,0.8,0.1,10.1002/anie.202004504,ADH
721,374,Clc1ccc2[nH]c3[C@H](CCCc3c2c1)CC=O,1,6,1,0.2,10.1002/cctc.201000379,ADH
723,375,Fc1ccc2[nH]c3[C@H](CCCc3c2c1)CC=O,1,6,1,0.2,10.1002/cctc.201000379,ADH
725,376,CCOC(=O)[C@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccccc3)\C=C\c4ccccc4,1,8.2,1,0.3,10.1039/C6QO00018E,ADH
728,377,CC(C)(C)OC(=O)N1CC[C@H](C1)C#N,1,7.5,1,0.03,10.1002/anie.201906111,ODH
729,378,CC(C)OC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c2ccccc2,1,8,0.5,0.01,10.1002/adsc.201900161,ODH
732,379,CCOC(=O)C[C@H](Sc1ccccc1)c2ccc(F)cc2,1,7.5,1,0.01,10.1021/acs.orglett.8b02339,ODH
734,380,C[C@H](C#CC(C)=C)c1ccccc1C(=O)NC(C)(C)C,1,7.51,0.8,0.02,10.1038/s41467/019/13705/1,ADH
736,381,C[C@H](C#C[Si](C)(C)C)c1ccccc1C(=O)NC(C)(C)C,1,7.52,0.6,0.01,10.1038/s41467/019/13705/1,IA
738,382,CC(C)(C)NC(=O)c1ccccc1\C=C\C[C@H](C#Cc2ccccc2)c3ccccc3,1,7.53,0.8,0.2,10.1038/s41467/019/13705/1,OZ3
739,383,BrC[C@](CC1CCCCC1)(C(=O)c2ccccc2)c3ccccc3,1,6.91,1,0.01,10.1039/C1SC00295C,AD
742,384,CCCCCC[C@H](C)c1cc(c(C)n1c2ccc(cn2)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)C(=O)OCC,1,7.55,0.6,0.1,10.1021/jacs.1c08562,IG
744,385,O=C1Nc2ccccc2N[C@H]1C3CCCCC3,1,7.6,1,0.2,10.1039/D1QO01598B,OJH
746,386,CCCC[C@H]1CCc2ccccc2N1,1,7.6,1,0.1,10.1039/C4CY00418C,OJH
748,387,CCCCCC[C@H](OC(=O)C(c1ccccc1)(c2ccccc2)c3ccccc3)C(=O)NC(C)(C)C,1,7.6,1,0.3,10.1021/jacs.5b09117,IC
750,388,CCCC[C@H](OC(=O)C(c1ccccc1)(c2ccccc2)c3ccccc3)C(=O)NC(C)(C)C,1,7.6,1,0.3,10.1021/jacs.5b09117,IC
751,389,Fc1ccc(cc1)[C@H](C#C)C(=C)C(=O)OCc2ccccc2,1,8.15,1,0.02,10.1021/jacs.7b08207,OD
753,390,CN(C)C(=O)[C@H](N)Cc1ccccc1,1,4.74,1,0.2,10.1002/anie.202202552,AD3
756,391,C[C@H]1NCc2cc(F)c(F)cc2c3ccccc13,1,7.6,0.8,0.2,10.1039/C8SC04482A,AD3
757,392,CC(=O)N[C@H](C[S](C)(=O)=O)C1CCCCC1,1,10.3,1,0.15,10.1021/acs.orglett.8b02579,ADH
759,393,COC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c2ccccc2,1,11.6,0.5,0.1,10.1002/adsc.201900161,ODH
762,394,C[C@](CBr)(C(=O)c1ccc(Cl)cc1)c2ccc(Cl)cc2,1,7.61,1,0.1,10.1039/C1SC00295C,AD
765,396,C\C(=C/[C@H]1CC(CN1C(=S)Nc2ccc(cc2)C(F)(F)F)(c3ccccc3)c4ccccc4)c5ccccc5,1,7.65,1,0.2,10.1002/anie.201900955,IA
767,397,FC(F)(F)CCCc1ccccc1[C@H](NC(=O)c2ccccc2)OCc3ccc(I)cc3,1,7.66,1,0.1,10.1002/anie.201405401,ODH
770,399,COc1ccc(C[C@H](N)C(=O)N(C)C)cc1,1,7.67,1,0.25,10.1002/anie.202202552,AD3
771,400,CC(C)[C@H]1NC(=O)Nc2cc(C)ccc12,1,30.2,1,0.2,10.1039/D1QO01598B,ADH
773,401,CC(C)C[C@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,1,8.3,0.8,0.05,10.1002/anie.202004504,ADH
775,402,CCCC[C@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,1,9.6,0.8,0.05,10.1002/anie.202004504,ADH
777,403,CCCCC[C@H](F)C(=O)c1nccn1c2ccccc2,1,9.3,1,0.02,10.1002/asia.201601306,ODH
780,404,C[C@H]1NCc2c(C)cc(F)cc2c3ccccc13,1,7.7,0.8,0.2,10.1039/C8SC04482A,AD3
781,405,CCc1ccc(cc1)[C@H](O)C(=O)OC(C)C,1,5.7,1,0.05,10.1039/C8QO00047F,ODH
783,406,CC1(C)OC(OC1(C)C)c2cccc(c2)[C@]3(CC(=NO3)c4ccccc4)CC(F)(F)F,1,6.53,0.8,0.1,10.1002/anie.201804315,ASH
